Name,Description,Deadline,Application_url,Eligibility
Alkermes Medical Education Grants - Opioid Use Disorder,"Opioid Use Disorder

- Increasing awareness and understanding of opioid use disorder (OUD), medication treatment options and treatment guidelines
- Reducing barriers to initiation of treatment for patients with OUD
- Exploring factors that influence and improve retention in treatment for patients with OUD
- Improving the awareness and understanding of long-acting injectable medications for the treatment of OUD
- Improving the understanding of comparative effectiveness data for the treatment of OUD

Alkermes contributes to independent education by supporting medical education grants. Our focus areas include educational activities with pragmatic approaches to improve patient care and public health in the domains of schizophrenia, bipolar disorder, opioid use disorder, and alcohol use disorder. We expect to contribute to an improved understanding of the underlying mechanisms of disease and their relevance to currently approved and emerging medications that address those characteristics, as well as psychosocial interventions.

Medical education grant funding is available for medical education activities, including live, print, enduring, and/or web-based activities. Examples of educational requests include, but are not limited to:

Accredited Continuing Education: Educational programs for healthcare providers such as physicians, nurses, and/or pharmacists that provide continuing education credits.
Non-Accredited Professional Educational Activities: Educational programs for healthcare providers such as physicians, nurses, and pharmacists that do not provide continuing education credits.",,http://www.alkermes.com/responsibility/educational-grants,0
Alkermes Medical Education Grants - Schizophrenia,"Alkermes contributes to independent education by supporting medical education grants. Our focus areas include educational activities with pragmatic approaches to improve patient care and public health in the domains of schizophrenia, bipolar disorder, opioid use disorder, and alcohol use disorder. We expect to contribute to an improved understanding of the underlying mechanisms of disease and their relevance to currently approved and emerging medications that address those characteristics, as well as psychosocial interventions.

Medical education grant funding is available for medical education activities, including live, print, enduring, and/or web-based activities. Examples of educational requests include, but are not limited to:

Accredited Continuing Education: Educational programs for healthcare providers such as physicians, nurses, and/or pharmacists that provide continuing education credits.
Non-Accredited Professional Educational Activities: Educational programs for healthcare providers such as physicians, nurses, and pharmacists that do not provide continuing education credits.

Schizophrenia

- Understanding and implementing pharmacologic approaches to address one or more of the following challenges in the treatment of schizophrenia:
+ suboptimal therapeutic response
+ gaps in medication adherence
+ side effects associated with treatment
- Emerging pharmacologic approaches and their mechanism of action for the treatment of schizophrenia
- Using patient-centered approaches to optimize treatment of schizophrenia",,https://www.alkermes.com/responsibility/medical-education-grants,0
The International Foundation Grant++,"Our History
The International Foundation was created in 1948. Like other early foundations, the International Foundation's purpose was ""to promote, foster, encourage and further non-profit, non-sectarian and non-political educational, medical, philanthropic, humanitarian, scientific and literary enterprises of all kinds.""

In its many years of grant making, the International Foundation has worked with thousands of US-based 501(c)3 organizations to bring knowledge, resources and compassion to individuals and communities around the world. In the mid-21st century, our strategic mission has evolved in concert with the exponential growth in the United States non-profit sector and rapid evolution of the discipline of international development.

Our Vision
We envision a world in which active philanthropy measurably improves the lives of the poor and disadvantaged in developing world communities.

Our Mission
We fund US-based non-profit organizations who partner with poor communities in the developing world to improve their health, education and incomes, while strengthening local capacity to sustain their benefits.

Our Values
At the core of our mission is the concept that charity alone isn't enough. We must take charity to a level that delivers measurable and sustainable change that is ""owned"" by the project participants and that leaves broad, lasting benefits. We prioritize the principles of self-determination, local engagement, and sustainability, both as means to and ends of our philanthropic goals. More and more, this requires grant-maker and grantee to share a common view of the challenges, optimal solutions, and ultimate objectives of our partnering efforts.",,http://intlfoundation.org/apply/process/,0
Cyberinfrastructure for Biological Research (CIBR),"Funding Opportunity Number: PD 18-1165

Biological processes at all scales from molecules to ecosystems are determined through the encoding, exchange, and interpretation of information.Advances in the biological sciences are enabled by our capacity to acquire, manage, represent, and analyze biological information through the use of modern instrumentation and computational tools.Developing an integrated understanding of cell function, regulatory systems, or ecological responses to environmental change are just a few examples of biological research areas that involve the acquisition, observation, experiment, and modeling of large amounts of data. Proposals are invited that offer potentially transformative outcomes through the development of informatics tools and resources that (1) offer novel and significant advances in the use of biological data and/or (2) will enable and stimulate advances through their impact on a significant segment of the biological research community supported by the NSF BIO Directorate.
Awards in CIBR should produce, or substantially expand a finished product that will have demonstrable impact in advancing biological research. Proposals should convey their likelihood of success through greater attention to user engagement, design quality, engineering practices, management plan, and dissemination. Budgets and award durations should accommodate the iterative process of bringing a proof of concept into a robust, broadly-adopted cyberinfrastructure. Development proposals are more outcome-driven than Innovation awards and are typically assessed on their perceived contribution to a broad portfolio of cyberinfrastructure resources. Synergies with, and leveraging of, other existing and ongoing resources are taken into consideration.
CIBR supports development in areas that may include (but are not limited to):
- Databases consisting of primary data obtained through observation, experimentation, modelling, or synthesis of existing data into new derivative products.
- New tools for the construction, operation, and utilization of biological databases, including database architectures and infrastructures, data standards designed to be extendable to different biological domains, and data structures for new types of biological information
- Software or ontologies related to the retrieval, integration, and use of heterogeneous biological information, for example, data discovery, data-mining, data integration or visualization
- Tools that facilitate biological research workflows, analytic pathways, or integration between the field and the laboratory, or between observation, experiments and models
- Software and methods for making use of new technologies for the acquisition, communication or visualization of biological data
- Infrastructure that provides broad community access to shared computational and data resources, commonly referred to as scientific gateways.
Higher priority will be placed on proposals to create computational tools and data resources that are applicable to a broad range of biological research questions and shared by a broad user community.Proposals to develop tools or databases that are limited to a specific research project, laboratory, or institution should be submitted to the relevant BIO programs that would normally support that research.",,https://www.nsf.gov/pubs/2018/nsf18594/nsf18594.htm,0
Infrastructure Innovation for Biological Research (Innovation),"Funding Opportunity Number: NSF 21-502

The Infrastructure Innovation for Biological Research Program (Innovation) supports research to design novel or greatly improved research tools and methods that advance contemporary biology in any research area supported by the Directorate for Biological Sciences at NSF. The Innovation Program focuses on research infrastructure that is broadly applicable to researchers in three programmatic areas: Bioinformatics, Instrumentation, and Research Methods. Infrastructure supported by this program is expected to advance biological understanding by improving scientists' abilities to manipulate, control, analyze, or measure critical aspects of biological systems, which can be essential for addressing important fundamental research questions. Proposals submitted to these programmatic areas can do one of three things to advance or transform research in biology: develop novel infrastructure, significantly redesign existing infrastructure, or adapt existing infrastructure in novel ways.Projects are expected to have a significant application to one or more biological science questions and have the potential to be used by a community of researchers beyond a single research team.
Please refer to the descriptions of individual programmatic areas for detailed guidance on what is supported through this solicitation (see links below).",,https://www.nsf.gov/pubs/2021/nsf21502/nsf21502.htm,0
NEA/PPD Syria Notice of Funding Opportunity,"Funding Opportunity Number: S-SY-400-19-CA001


The Bureau of Near Eastern Affairs Office of Press and Public Diplomacy (NEA/PPD ) in conjunction with the Public Affairs Office, Syria Transition Assistance Response Team (START) of the U.S. Department of State is pleased to announce that funding is available through its Public Diplomacy Grants Program  to support activities related to securing the lasting defeat of the Islamic State of Iraq and the Levant (ISIL), counteracting the influence of ISIL and other extremist organizations, and building resiliency to counter violent extremism among Syrian populations in Syria, Jordan, Turkey and Lebanon. 

This is a Notice of Funding Opportunity (NOFO) outlining our funding priorities, the strategic themes we focus on, and the procedures for submitting requests for funding.  Please carefully follow all instructions below.

Purpose of Public Diplomacy Awards: NEA/PPD and START invites proposals from eligible not-for-profit organizations and non-government organizations (NGOs) for programs that support the lasting defeat of ISIL, counter violent extremist propaganda (CVE), and strengthen community resilience to thwart violent extremist organizations (VEO) recruitment efforts, particularly among youth, Syrian refugees and Internally Displaced Persons (IDPs). 
Radical actors exploit grievances to polarize communities and recruit vulnerable youth. Accordingly, NEA will prioritize projects that build mutual understanding between refugee and host communities; support moderate voices; and develop a positive sense of identity, cultural pride and community empowerment.
We will give precedence to efforts to help counter radicalization and recruitment to violence by terrorist organizations that pose the highest level of threat and risk to the United States, U.S. persons, our allies, and other U.S. interests. This includes working with those exposed to extremist ideologies under ISIL. 
NEA/PPD and START require that applicants be in good legal standing with appropriate government authorities in the country where the project will be managed at the time of application to this funding opportunity.  Award recipients will be required to maintain legal standing throughout the life of the award, including for any sub-grant made under its auspices.  
Building the capacity of local partners and community organizations is a key tenant of NEA/PPD and START funded programs. To meet this requirement to build local capacity, applicants from international NGOs or U.S.-based or nonprofit organizations are required to work with local partner organizations in Turkey, Jordan and Syria to aid in beneficiary selection, design and  implementation of activities, and evaluation of program impact and effectiveness; potential partners should be named in the application.
Examples of NEA/PPD and START Grants Program include, but are not limited to:
Messaging campaigns revealing ISILs dark legacy;
Storytelling for recovery and increased emotional resiliency;
Safeguarding Heritage Sites in Syria;
Education and Psychosocial support

Priority Program Areas:
Cultural heritage education and stewardship 
Strengthening Youth Community Engagement 
Peacebuilding and reconciliation
Building resilience through art, music and drama
Education and Entertainment to counter the ideology and practice of violent extremism 
Refugee/IDP and host relationship building through shared community projects, sports, film or entrepreneurship activities
Developing moderate voices, positive community influencers and role models

Participants and Audiences:
Syria citizens and internally displaced persons (IDPs), and Syrian refugees in Jordan, Syria, Lebanon and Turkey, with a particular emphasis on at-risk youth. 
NEA/PPD and START requires that all activities fully address gender considerations, ensuring that both men and women benefit from support where applicable, negative impacts are addressed or avoided, and relevant gaps between men and women are closed, and that gender awareness is a built-in component of project activities.  This should be documented through gender analysis in the project narrative that identifies any relevant gender gaps and ways the proposed activities will address those gaps.  Proposals should demonstrate how addressing relevant gender gaps will enhance the projects goals and objectives.  

The following types of programs are not eligible for funding: 
Programs run by for-profit organizations
Programs related to partisan political activity;
Construction programs;
Programs that support specific religious activities;
Fund-raising campaigns;
Lobbying for specific legislation or programs;
Programs that duplicate existing programs.

Authorizing legislation, type and year of funding:
Funding authority rests in the Smith-Mundt Act Section 705 of the U.S. Information and Education Exchange Act of 1948  appropriated under the Department of State, Foreign Operations, and Related Programs Appropriations Act, 2019 (P.L. 114-113).  The source of funding is FY 2019 Public Diplomacy Diplomatic and Consular Programs (D&CP) Appropriation Overseas Contingency Operations (OCO) funding.

In addition, Section 202 of Division B of the Further Continuing and Security Assistance Appropriations Act, 2017 (P.L. 114-254) provided for Diplomatic and Consular Programs (D&CP) to support activities to counter the Islamic State of Iraq and the Levant, other terrorist organizations, and violent extremism in Africa, Europe and Eurasia, the Middle East, and South and Central Asia, and to counter Russian influence.",,https://www.grants.gov/grantsws/rest/opportunity/att/download/288502,0
Military Medical Photonics Program (Small),"Funding Opportunity Number: FA9550-19-S-0002

A. PROGRAM DESCRIPTION (REQUIRED)
 The Air Force Office of Scientific Research (AFOSR) invites submission of unclassified proposals for research and development aimed at using lasers and other light source technology to develop applications in medicine, photobiology, surgery, and closely related materials sciences, with applications to combat casualty care and other military medical problems. This announcement is for a small number of individual awards. It is complementary to ongoing and future planed broad based awards, primarily directed toward university-based medical institutions, conducted by teams of physicians, biomedical scientists, physical scientists, and engineers.
 The efforts proposed may be basic or applied research, and must have direct relevance to combat casualty care or other military medical priorities. They must offer unique capabilities, not substantially funded by other DOD or other agency programs. Applicants must demonstrate substantial experience working to further military medical priorities, including transitioning research into clinical practice and working products. Substantial experience collaborating with military medical centers is also a requirement to establish relevance to combat casualty care or other military medical priorities, and facilitate the transition of research results to meet military needs.
 Proposals should be prepared as indicated below, and describe the work to be carried out over a three-year period. This is a Broad Agency Announcement. No formal Request for Proposals (RFP) or other solicitation regarding this announcement will be made.",,https://www.grants.gov/custom/viewOppDetails.jsp?oppId=313509,0
National Congress of American Indians Census 2020 Community Grants,"Application URL
  Opportunity Source",,https://docs-google-com.remote.baruch.cuny.edu/forms/d/e/1FAIpQLScbD9TODgRYwXfcdHFpYNqpjnMqd9oNe0QuLOBSrLtndZ4dzg/viewform,0
Robert Wood Johnson Foundation Pioneering Ideas Brief Proposals,"Introduction
As our current reality underscores, we live in a dynamic world where unforeseen global events; new technologies; scientific discoveries; changes in our climate, economy, demographics; and more continually shape where and how we live, learn, work and play. These changes will profoundly impact health equity in our society, from our individual health and the health of our families to the health of our communities.

What dramatic changes might we see in the next 5 to 15 years? What can we do today to create a better, more equitable tomorrow?   

We seek to answer these questions, anticipate the future, and support unconventional approaches and breakthrough ideas that can help lead the way to a future where everyone in the United States can live their healthiest life possible.

Purpose
Pioneering Ideas: Exploring the Future to Build a Culture of Health seeks proposals that are primed to influence health equity in the future. We are interested in ideas that address any of these four areas of focus: Future of Evidence; Future of Social Interaction; Future of Food; Future of Work. Additionally, we welcome ideas that might fall outside of these four focus areas, but which offer unique approaches to advancing health equity and our progress toward a Culture of Health.

We want to hear from scientists, anthropologists, artists, urban planners, community leaders anyone, anywhere who has a new or unconventional idea that could alter the trajectory of health, and improve health equity and well-being for generations to come. The changes we seek require diverse perspectives and cannot be accomplished by any one person, organization or sector. 

Please note: While this call for proposals is focused on broader and longer-term societal trends and shifts that were evolving prior to the COVID-19 outbreak, we recognize the unique circumstances and learning created by the COVID-19 pandemic may inform your response. It is at your discretion whether you propose a project related to the pandemic directly or indirectly.",,https://anr.rwjf.org/viewCfp.do?cfpId=1500&cfpOverviewId=,1
Healthy Food Financing Initiative Technical Assistance,"Application URL
  Opportunity Source",,https://www.investinginfood.com/wp-content/uploads/2020/06/HFFI-TA-RFQ_rolling_2020.pdf,0
Rural Business Development Grants,"Rural Business Development Grants support targeted technical assistance, training, and other activities leading to the development or expansion of small and emerging private businesses in rural areas that have fewer than 50 employees and less than $1,000,000 in gross revenues.
Eligible projects include, but are not limited to:
- Training and technical assistance, such as:
- project planning
- business counseling/training
- Market research
- Feasibility studies
- Professional/technical reports
- Product/service improvements
- Acquisition or development of land, easements, or rights of way; construction, conversion, renovation, of buildings, plants, machinery, equipment, access streets and roads, parking areas, utilities
- Pollution control and abatement
- Capitalization of revolving loan funds including funds that will make loans for start-ups and working capital
- Distance adult learning for job training and advancement
- Rural transportation improvement
- Community economic development
- Technology-based economic development
- Feasibility studies and business plans
- Leadership and entrepreneur training
- Rural business incubators
- Long-term business strategic planning",,https://www.rd.usda.gov/programs-services/rural-business-development-grants,0
Summer Food Service Program,"I. Timeline

Applications accepted on an ongoing basis

II. Application Process

Each state has its own application and training process. Contact the appropriate regional office to be put in contact with the state agency responsible for the administration of child nutrition programs.
Federal regulations require that all sponsor applications be submitted to the state agency by June 15. States may establish earlier deadlines, but are encouraged to work with sponsors wishing to apply after the deadline has passed.

III. Contact

State-level contacts
https://www.fns.usda.gov/sfsp/sfsp-contacts

FNS Mailing Address

Food and Nutrition Service
3101 Park Center Drive, Suite 808
Alexandria, VA 22302

Technical Assistance

If you have specific feedback on the FNS Website, or need technical assistance, please email us at webmaster@fns.usda.gov",,https://www.fns.usda.gov/sfsp/summer-food-service-program,0
Strategic Grantmaking,"Based in Los Angeles, ECMC Foundation is a nationally focused foundation whose mission is to inspire and facilitate improvements that affect educational outcomes -- especially among underserved populations--through evidence-based innovation. It is one of several affiliates under the ECMC Group enterprise based in Minneapolis, which together work to help students succeed. The Foundation makes investments in two focus areas: College Success and Career Readiness; and uses a spectrum of funding structures, including strategic grantmaking and program-related investments, to fund both nonprofit and for-profit ventures. Working with its grantees, partners and peers, ECMC Foundation's vision is for all learners to unlock their fullest potential.

As a result of COVID-19: Demand for funding has increased dramatically in the last several weeks as a result of the COVID-19 pandemic and its impact on postsecondary institutions and the students they serve. As a result, they are giving priority to those requests that address the immediate challenges and opportunities arising from the pandemic. The foundation is especially interested in those proposals that focus on implementing systemic reforms to increase college success and career readiness for students from underserved backgrounds.


The funding information on this page is for traditional grants in the Foundation's two focus areas.

College Success--The College Success portfolio is focused on increasing the number of college students from historically underrepresented backgrounds, including low-income and first-generation populations, who pursue and attain bachelor's degrees. This portfolio considers programs and initiatives that work with currently enrolled college students to promote two-year transfer and bachelor degree completion. The sponsor seeks innovative programs in both direct service models as well as overarching systemic reform initiatives.

Career Readiness--The Career Readiness portfolio is committed to connecting adults with limited or no education beyond high school to career pathways that allow for economic mobility and a family-sustaining wage. This portfolio considers high-quality, industry-informed postsecondary education programs up to the associate level as the primary mechanism to meet its goals. Funding builds the capacity of institutions providing or supporting career and technical education; contributes research to improve the field and promote support for career readiness programs; and develops scalable postsecondary program models that incorporate wraparound services, implement a student-centered educational approach, and offer accredited, industry-informed career pathways.",,http://www.ecmcfoundation.org/get-involved/how-to-apply,0
Flicker Fund - Covid-19,"Seventh Generation Fund is raising and mobilizing funds for the Flicker Fund to direct critical resources to the most vulnerable in our already challenged communities.

The Flicker Fund provides direct grant support to stressed Indigenous communities on the frontlines of the COVID-19 pandemic, where some are already facing issues of hunger, lack of access to water, and unable to secure basic hygiene and material supplies needed for everyday life. The Fund goes directly to Indigenous community-generated and led initiatives, providing:

* Basic and urgent health, wellness, and hygiene needs of the most vulnerable with a focus on elders, multi-generational households, and families with children under the age of 5 years old.
* Traditional healing practices and remedies, food systems, and immune support.
* Historic and cultural teachings, stories, and lifeways that advance traditional knowledge systems that inform community members on health, healing, and moving forward with vitality.",,http://www.7genfund.org/flicker-fund,0
Home-Based Child Care Emergency Fund,"Application URL
  Opportunity Source",,https://homegrownchildcare.org/emergency-fund-application/,0
Disaster Relief Grants For Congregations And UU Entities,"With the Declaration of a National Emergency as meeting the FEMA standard of declaration of a Major Disaster, the Coronavirus meets all the stated criteria of the Disaster Relief Fund. Some of the expenses Disaster Relief Fund grants can be used for are: damage to congregations' buildings, and relocation to temporary locations; damage to members/friends homes, and relocation expenses; and donations to local partner organizations that serve the community at large, particularly those who would not be eligible for other funding.

Priority is given to grants to congregations and other related Unitarian Universalist organizations who are responding to the crisis with systemic, collaborative approaches, such as partnering with local organizations to provide assistance in the congregation's local community to people who are at significant risk to health and livelihood because of COVID-19. Grants should not be given, at this time, to assist congregations and other UU related institutions due to reduction in sources of income (such as reductions in pledging, rental income, etc.) Grants should not be given, at this time, to assist congregations and other UU related institutions with unplanned costs due to COVID-19 (such as maintenance, cleaning, or technology issues).

Priority is given to immediate and intermediate disaster relief needs such as building repairs, food, water, shelter, sanitation, health care, and needs related to return to school and work. Priority is also given to support vulnerable people and communities.",,https://www.uua.org/finance/grants/disaster-relief-grants,0
SARS-CoV-2 (COVID-19) Program Activities,"Opportunity Number: OS-PAW-20-001

The Office of the Assistant Secretary for Health (OASH) has established the Laboratory and Diagnostics Working Group (LDWG) seeking submissions to a Broad Agency Announcement (BAA) ""to prevent, prepare for, and respond to coronavirus, domestically or internationally, for necessary expenses to research, develop, validate, manufacture, purchase, administer, and expand capacity for COVID-19 tests to effectively monitor and suppress COVID-19..."" (Paycheck Protection Program and Healthcare Enhancement Act (P.L. 116-139)). OASH/LDWG seeks proposals for projects that will further enable the coordination and development of testing and associated products that meet the current and future needs, and the effective transition of technology into broad use without impediments. The primary areas of focus should specifically include (1) Scaling and Networking of Technologies, and (2) Testing Demonstrations & Technical Assistance. Specifically, OASH is interested in submissions that will substantially increase our testing capacity and quality in the near term, and do not fall within the scope of other HHS programs.

The Office of the Assistant Secretary for Health (OASH) has established the Laboratory and Diagnostics Working Group (LDWG) seeking submissions to a Broad Agency Announcement (BAA) ""to prevent, prepare for, and respond to coronavirus, domestically or internationally, for necessary expenses to research, develop, validate, manufacture, purchase, administer, and expand capacity for COVID-19 tests to effectively monitor and suppress COVID-19..."" (Paycheck Protection Program and Healthcare Enhancement Act (P.L. 116-139)).",,https://www.grants.gov/web/grants/view-opportunity.html?oppId=328065,0
Jacob and Valeria Langeloth Foundation COVID-19 Rapid Response Fund,"The Jacob and Valeria Langeloth Foundation created the COVID-19 Rapid Response Fund (CRRF) to enable Langeloth to address organizations' urgent and critical needs that have arisen due to the COVID-19 global pandemic.

The CRRF supports unforeseeable needs that require a timely--days rather than months--review and decision process. Non-urgent requests will not be considered for the CRRF and must go through the standard application process. Criteria for the grant is as follows:

* Alignment with Langeloth's mission;
* Work that will serve the field in this unprecedented time;
* Capacity of the organization to fulfill the objectives and goals of their grant;
* Demonstrate that the funds will be used to provide a timely and effective response to the COVID-19 pandemic or the pandemic's impact on the grantee.",,https://storage-googleapis-com.remote.baruch.cuny.edu/langeloth-prod-uploads/financials/COVID-19-Rapid-Response-Fund-LANGELOTH-FND.pdf?mtime=20200417071933,0
Pioneering Ideas: Exploring the Future to Build a Culture of Health,"Introduction
As our current reality underscores, we live in a dynamic worldwhere unforeseen global events; new technologies; scientific discoveries; changes in our climate, economy, demographics; and morecontinually shape where and how we live, learn, work and play. These changes will profoundly impact health equity in our society, from our individual health and the health of our families to the health of our communities.

What dramatic changes might we see in the next 5 to 15 years? What can we do today to create a better, more equitable tomorrow?   

We seek to answer these questions, anticipate the future, and support unconventional approaches and breakthrough ideas that can help lead the way to a future where everyone in the United States can live their healthiest life possible.

Purpose
Pioneering Ideas: Exploring the Future to Build a Culture of Health seeks proposals that are primed to influence health equity in the future. We are interested in ideas that address any of these four areas of focus: Future of Evidence; Future of Social Interaction; Future of Food; Future of Work. Additionally, we welcome ideas that might fall outside of these four focus areas, but which offer unique approaches to advancing health equity and our progress toward a Culture of Health.

We want to hear from scientists, anthropologists, artists, urban planners, community leadersanyone, anywhere who has a new or unconventional idea that could alter the trajectory of health, and improve health equity and well-being for generations to come. The changes we seek require diverse perspectives and cannot be accomplished by any one person, organization or sector. 

Please note: While this call for proposals is focused on broader and longer-term societal trends and shifts that were evolving prior to the COVID-19 outbreak, we recognize the unique circumstances and learning created by the COVID-19 pandemic may inform your response. It is at your discretion whether you propose a project related to the pandemic directly or indirectly.",,https://www.rwjf.org/en/library/funding-opportunities/2020/pioneering-ideas-2020-exploring-the-future-to-build-a-culture-of-health.html,0
DCU for Kids Grants,"DCU for Kids is proud to help organizations with deserving causes and charities benefitting children and families.
Some organizations that receive support include youth community programs, anti-bullying initiatives, causes that are helping families whose loved ones are coping with cancer, cystic fibrosis, or autism.

Before submitting an application for consideration, please review our Grant Submission Guidelines (https://www.dcuforkids.org/grants/guidelines-for-charitable-contribution-requests/) and our Funding Categories (https://www.dcuforkids.org/grants/budget-category-definitions/) to determine if your request qualifies

We do not support fundraising events, capital campaigns and expenses or sponsorship opportunities.

All applications must be submitted online using the button found below. We do not accept paper requests or Letters of Inquiry.",,https://www.dcuforkids.org/grants/guidelines-for-charitable-contribution-requests/,0
The Henry Luce Foundation - Higher Education,"Higher education has been a focus of the Foundations grantmaking since the Foundations very first grant in 1936 to Yenching University in Beijing. Over half of all grant monies awarded since the Foundations establishment have been to higher education institutions.

The Higher Education program today makes only a small number of grants each year. These grants primarily support projects involving faculty and doctoral students in the humanities and qualitative social sciences. Such grants aim to:

stimulate and support scholarship, especially projects that break new ground and that cross disciplinary and geographic boundaries
ensure that high-quality research informs policymaking and public discussion
prepare the next generation of diverse faculty and academic leaders",,https://www.hluce.org/grants/applying-grant/,0
Lisa and Douglas Goldman Fund - Jewish Community,"Our Mission
Established in 1992 by Lisa and Douglas Goldman, the Lisa and Douglas Goldman Fund is a private foundation committed to providing support for charitable organizations that enhance our society.  As natives of San Francisco, the Goldmans place a high priority on projects that have an impact upon the San Francisco community.  Within its grantmaking areas, the Fund strives to be responsive and flexible as well as to make informed and responsible grants to support qualified projects.  We invite you to review the Lisa and Douglas Goldman Funds newly stated Interests and Priorities.

JEWISH COMMUNITY

Goal: Build a more vibrant and inclusive Jewish community.
Geographic Area: San Francisco Bay Area
Strategies:
-Support innovative, experiential projects that enhance Judaisms relevance in contemporary life.
-Engage Jews in protecting civil liberties, with a preference for projects that align with the Funds other program areas.

Goal: Combat antisemitism and discrimination against Israel.
Geographic Area: National, with a preference for projects that impact the San Francisco Bay Area
Strategies:
-Advance education, advocacy, and communication efforts about the Jewish community and Israel.
-Facilitate cultural exchanges to educate the general community about Israel.",,http://www.ldgfund.org/grant-seekers/,0
Lisa and Douglas Goldman Fund - Environment,"Interests & Priorities
DEMOCRACY & CIVIL LIBERTIES
Goal: Ensure informed, active, and equal citizen participation in the democratic process and protect civil liberties from emerging threats.

Geographic Area: National

Strategies:

+ Protect and expand access to voting.
+ Ensure political equality for all by reducing the influence of money in politics.
+ Strengthen policy and education efforts to prevent gun violence.

EDUCATION & LITERACY
Goal: Strengthen public education for grades kindergarten to 12.

Geographic Area: San Francisco

Strategies:

+ Advance education and literacy projects that support the strategic priorities of the San Francisco Unified School District.
+ Support community-wide literacy projects.

ENVIRONMENT
Goal: Address the environmental impacts of producing, consuming, and disposing of goods.

Geographic Area: National

Strategies:

+ Advance sustainable industry practices throughout the lifecycle of products.
+ Influence market shifts toward environmentally-responsible materials and decreased use of harmful chemicals.

Goal: Reduce local sources of greenhouse gas emissions and help prepare for the impacts of climate change on Bay Area ecosystems.

Geographic Area: San Francisco Bay Area

Strategies:

+ Advance responsible land use and transportation policies and practices.
+ Promote strategies to protect natural resources from the effects of climate change.

HEALTH & RECREATION
Goal: Foster healthy lifestyles and opportunities.

Geographic Area: San Francisco

Strategies:

+ Promote engagement in sports and recreation activities.

JEWISH COMMUNITY
Goal: Build a more vibrant and inclusive Jewish community.

Geographic Area: San Francisco Bay Area

Strategies:

Support innovative, experiential projects that enhance Judaisms relevance in contemporary life.
Engage Jews in protecting civil liberties, with a preference for projects that align with the Funds other program areas.
Goal: Combat antisemitism and discrimination against Israel.

Geographic Area: National, with a preference for projects that impact the San Francisco Bay Area

Strategies:

+ Advance education, advocacy, and communication efforts about the Jewish community and Israel.
+ Facilitate cultural exchanges to educate the general community about Israel.

REPRODUCTIVE HEALTH & RIGHTS
Goal: Support abortion service delivery training, safety, and clinics.

Geographic Area: National and Northern California

Strategies:

+ Promote activities that increase and improve abortion provider training.
+ Protect the safety of abortion healthcare professionals and their clients.
+ Support Northern California-based health clinics that offer abortion services.",,http://www.ldgfund.org/grant-seekers/how-to-apply/,0
Deutsche Bank Americas Foundation Grant,"The Deutsche Bank Americas Foundation administers the philanthropic activities of Deutsche Bank within the United States, Latin America and Canada. Together, the Bank's Community Development Finance Group and Foundation carry out the firm's corporate citizenship commitments through a program of loans, investments and grants. Based in New York City, where the majority of grants are awarded, the Foundation supports nonprofit organizations that concentrate on community development, education, and the arts.

Deutsche Bank works in partnership with local nonprofit organizations to provide distressed communities and disadvantaged individuals with opportunities for safe and affordable housing and economic advancement. The Foundation also seeks to enrich these communities by providing access to the arts, supporting local leaders, and strengthening local organizations. The Bank relies on the talents of its employees and the leadership of its management to leverage its financial commitments in addressing local needs.",,https://www.db.com/usa/content/en/Application%20Process.html,0
Charles H. Revson Foundation Education Grant,"I. Timeline

Phase I: Revson evaluates letters of inquiry as they are submitted throughout the year.
Phase II: Full proposals are accepted by invitation only. If you have been invited to apply for a grant, please download our proposal submission guidelines.

II. Application Process

LETTERS OF INQUIRY
The Revson Foundation welcomes letters of inquiry from prospective grantees. Please send an e-mail with a very brief description of your project, including the following information:
 - Organization Name
 - Name of Contact
 - E-mail
 - Phone Number
 - Mailing Address
 - Project Title
 - Project Budget
 - Amount Sought
 - Description of Project

Please do not include any attachments.

We are unable to accept inquiries through the mail or by phone.

We read all e-mail promptly. If your proposal seems appropriate for follow up, we will contact you within two weeks. We regret that, given the volume of inquiries, we are unable to respond to each letter individually.

Please note that we currently do not fund:
 - Individuals
 - Film projects
 - Book projects
 - Endowments
 - Capital or building campaigns
 - Fundraising dinner events
 - National or local health appeals
 - Projects located outside of the United States or Israel
 - Research grants or scholarships for individuals (except within our fellowships programs)
 - Biomedical research projects (except within our fellowships programs)

For more information, please see the FAQs for grant seekers.

III. Contact

THE CHARLES H. REVSON FOUNDATION
55 East 59th Street, 23rd Floor
New York, NY 10022
(212) 935-3340 | info@revsonfoundation.org",,http://revsonfoundation.org/grantseeker/loi/,1
